dataset_index,true_cipher_type,difficulty,true_plaintext,ciphertext_original,rq2_std_pred,rq2_std_correct,rq2_char_pred,rq2_char_correct,rq3_std_pred,rq3_std_correct,rq3_char_pred,rq3_char_correct
4280,Vigenère Cipher,2,And I am one that love Bianca moreThan words can witness or your thoughts can guess.,phv h yq ecy vgar oeky dhalgd bijgshyr mdlvu cyr mxnfgrs su nimt tfsxwwnk bal jktmk.,Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True,Rail Fence Cipher,False
4281,Playfair Cipher,2,And I am one that love Bianca moreThan words can witness or your thoughts can guess.,GVOUONAMLEGCERASATBOPAONEMLEGCPBEMOYDCPBBIRAVYIFQZDIZEFCBKLWXOGVKBOZVY,Vigenère Cipher,False,Bacon Cipher,False,Atbash Cipher,False,RSA Cipher (Base64 encoded RSA ciphertext),False
4282,RSA Cipher,3,And I am one that love Bianca moreThan words can witness or your thoughts can guess.,2790 2235 1773 1992 1486 1992 1632 2271 1992 2185 2235 1313 1992 884 2170 1632 884 1992 745 2185 2578 1313 1992 524 3179 1632 2235 281 1632 1992 2271 2185 2412 1313 2159 2170 1632 2235 1992 1107 2185 2412 1773 1230 1992 281 1632 2235 1992 1107 3179 884 2235 1313 1230 1230 1992 2185 2412 1992 487 2185 2160 2412 1992 884 2170 2185 2160 2923 2170 884 1230 1992 281 1632 2235 1992 2923 2160 1313 1230 1230 2825,Vigenère Cipher,False,Bacon Cipher,False,RSA Cipher,True,Vigenère Cipher,False
4283,AES Cipher,3,And I am one that love Bianca moreThan words can witness or your thoughts can guess.,54ZKX6tQn2S2HLyr6+Z1wxBTgz2g7dTvb02G18eHbW2LRJbUzPLjHDtn6Himv3J4/a70QGBhzqcLUn8UPU9OstxJxEZdGP9Uzc2RDsaDvddEUcOyNFG+BQiqhBDuTImq,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,RSA Cipher,False
4284,Caesar Cipher,1,"Nay, an there were two such, we should have none shortly, for one would kill the other. Thou, why, thou wilt quarrel with a man that hath a hair more or a hair less in his beard than thou hast.","qdb, dq wkhuh zhuh wzr vxfk, zh vkrxog kdyh qrqh vkruwob, iru rqh zrxog nloo wkh rwkhu. wkrx, zkb, wkrx zlow txduuho zlwk d pdq wkdw kdwk d kdlu pruh ru d kdlu ohvv lq klv ehdug wkdq wkrx kdvw.",Playfair Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
4285,Atbash Cipher,1,"Nay, an there were two such, we should have none shortly, for one would kill the other. Thou, why, thou wilt quarrel with a man that hath a hair more or a hair less in his beard than thou hast.","Mzb, zm gsviv dviv gdl hfxs, dv hslfow szev mlmv hsligob, uli lmv dlfow proo gsv lgsvi. Gslf, dsb, gslf drog jfziivo drgs z nzm gszg szgs z szri nliv li z szri ovhh rm srh yvziw gszm gslf szhg.",Atbash Cipher,True,Vigenère Cipher,False,Rail Fence Cipher,False,Vigenère Cipher,False
4286,Morse Code,1,"Nay, an there were two such, we should have none shortly, for one would kill the other. Thou, why, thou wilt quarrel with a man that hath a hair more or a hair less in his beard than thou hast.","-. .- -.-- ,   .- -.   - .... . .-. .   .-- . .-. .   - .-- ---   ... ..- -.-. .... ,   .-- .   ... .... --- ..- .-.. -..   .... .- ...- .   -. --- -. .   ... .... --- .-. - .-.. -.-- ,   ..-. --- .-.   --- -. .   .-- --- ..- .-.. -..   -.- .. .-.. .-..   - .... .   --- - .... . .-. .   - .... --- ..- ,   .-- .... -.-- ,   - .... --- ..-   .-- .. .-.. -   --.- ..- .- .-. .-. . .-..   .-- .. - ....   .-   -- .- -.   - .... .- -   .... .- - ....   .-   .... .- .. .-.   -- --- .-. .   --- .-.   .-   .... .- .. .-.   .-.. . ... ...   .. -.   .... .. ...   -... . .- .-. -..   - .... .- -.   - .... --- ..-   .... .- ... - .",Vigenère Cipher,False,Vigenère Cipher,False,Morse Code,True,Morse Code,True
4287,Bacon Cipher,1,"Nay, an there were two such, we should have none shortly, for one would kill the other. Thou, why, thou wilt quarrel with a man that hath a hair more or a hair less in his beard than thou hast.",ABBABAAAAABBAAAAAAAAABBABBAABBAABBBAABAABAAABAABAABABBAAABAABAAABAABAABAABBBABBAABBBABAABABABAAAAABAAABBBBABBAAABAABAABAAABBBABBBABABAAABABBAAABBAABBBAAAAABABABAABAAABBABABBBAABBABAABAABAABAAABBBABBBABAAABBAABBABABBBBAAAAABABABBBABAAABABBBAABBABAABAABABBAABBBABABAAABABBAAABBABABAABAAAABABBABABBBAABBAABBBAABAAABBBABAABBAABBBAABAABAAABBAABBAABBBABBBABABAABABBAAABBBBBAAABAABBAABBBABBBABABAABABBAABAAAABABBBAABBBAAAABABAAAAAAABAAABBAAABAABAAABABBBABBAABAAABAABBAABBBAAAAAABBAAAAAAAABBABBAABBAABBBAAAAABAABBAABBBAAAAABAABBAABBBAAAAAAABBBAAAAAABAAABAAABABBAAABBBABAAABAABAAABBBABAAABAAAAAAABBBAAAAAABAAABAAABABABBAABAABAABABAABAABAAAABBABAABBBABAAABAABAAAAABAABAAAAAAABAAABAAABBBAABBAABBBAAAAAABBABBAABBAABBBABBBABABAAAABBBAAAAABAABABAABB,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False
4288,Rail Fence Cipher,2,"Nay, an there were two such, we should have none shortly, for one would kill the other. Thou, why, thou wilt quarrel with a man that hath a hair more or a hair less in his beard than thou hast.","N terwu slan r,reuk  eT,yhw r hmt hh e al hbdahh.a,a hr eetosc,w hudhv oesoty o n ol ilteohr hu h,to itqarlwt  a htht  armr rahi esi i er hnto atynew  heo enhlfowdlht.ow ulueianaaaioo rsnsat us",Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,True
4289,Vigenère Cipher,2,"Nay, an there were two such, we should have none shortly, for one would kill the other. Thou, why, thou wilt quarrel with a man that hath a hair more or a hair less in his beard than thou hast.","sdw, wi pqjuc wame cbr ruyc, fj qgoqgd qfyc nkie bmrpslu, bxw mme roqui ihlh tdn rrgen. pqtx, wdt, cmrs wegt zzdpqeh wecm y mwi pqfw gapc w mdgq ijra tu z dvin qhqr ei drx zdany pqfq shkp djxw.",Playfair Cipher,False,Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True
4290,Playfair Cipher,2,"Nay, an there were two such, we should have none shortly, for one would kill the other. Thou, why, thou wilt quarrel with a man that hath a hair more or a hair less in his beard than thou hast.",HDWBTZLHOLVHOLPZPTIKPGMOEPIEANKWHETEMOEPSOMXUSSPEHVPIEKACRNRLHPOLHSOEPGVMWPNVKXGNRUGCPOLHXQRPHHBTZPHPNDPPHPHCXESOLPSHPCGXRMORFELFRKMCPNZPHTZEPGEBPRZ,Atbash Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
4291,RSA Cipher,3,"Nay, an there were two such, we should have none shortly, for one would kill the other. Thou, why, thou wilt quarrel with a man that hath a hair more or a hair less in his beard than thou hast.",3165 1632 487 678 1992 1632 2235 1992 884 2170 1313 2412 1313 1992 1107 1313 2412 1313 1992 884 1107 2185 1992 1230 2160 281 2170 678 1992 1107 1313 1992 1230 2170 2185 2160 745 1773 1992 2170 1632 2578 1313 1992 2235 2185 2235 1313 1992 1230 2170 2185 2412 884 745 487 678 1992 1369 2185 2412 1992 2185 2235 1313 1992 1107 2185 2160 745 1773 1992 690 3179 745 745 1992 884 2170 1313 1992 2185 884 2170 1313 2412 2825 1992 2159 2170 2185 2160 678 1992 1107 2170 487 678 1992 884 2170 2185 2160 1992 1107 3179 745 884 1992 1627 2160 1632 2412 2412 1313 745 1992 1107 3179 884 2170 1992 1632 1992 2271 1632 2235 1992 884 2170 1632 884 1992 2170 1632 884 2170 1992 1632 1992 2170 1632 3179 2412 1992 2271 2185 2412 1313 1992 2185 2412 1992 1632 1992 2170 1632 3179 2412 1992 745 1313 1230 1230 1992 3179 2235 1992 2170 3179 1230 1992 2570 1313 1632 2412 1773 1992 884 2170 1632 2235 1992 884 2170 2185 2160 1992 2170 1632 1230 884 2825,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
4292,AES Cipher,3,"Nay, an there were two such, we should have none shortly, for one would kill the other. Thou, why, thou wilt quarrel with a man that hath a hair more or a hair less in his beard than thou hast.",T0rhkgzFV5L6iENGfFzWB/AkFYzMiiLvfkddU9LJl2i4JGLzW3pU6G6BQ8uROVm6pBYwKDn7QW1WM+NjY4Q8y+BiwzVCAqHSi3JWWmoB73SEJOZfmVB68hZXq99IJqJ8+homuHYorUAt8tPNI1Vll3OIZAl1hgSd+Kw1Cpv0WMoSk32v11NAwnojrX6PAESYG2MaY/fCko4b0lvMmZdTYNVWJQasIv8oAY00Hj8EFAhC/m7yQgHdIELVPNVy+3hyuLKROBvh+4MGG8ACUkYw6Q==,Atbash Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Atbash Cipher,False
4293,Caesar Cipher,1,"Pray you, sir, a word.And as I told you, my young lady bid me inquire you out. What she bade me say, I will keep to myself.","sudb brx, vlu, d zrug.dqg dv l wrog brx, pb brxqj odgb elg ph lqtxluh brx rxw. zkdw vkh edgh ph vdb, l zloo nhhs wr pbvhoi.",Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
4294,Atbash Cipher,1,"Pray you, sir, a word.And as I told you, my young lady bid me inquire you out. What she bade me say, I will keep to myself.","Kizb blf, hri, z dliw.Zmw zh R glow blf, nb blfmt ozwb yrw nv rmjfriv blf lfg. Dszg hsv yzwv nv hzb, R droo pvvk gl nbhvou.",Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
4295,Morse Code,1,"Pray you, sir, a word.And as I told you, my young lady bid me inquire you out. What she bade me say, I will keep to myself.",".--. .-. .- -.--   -.-- --- ..- ,   ... .. .-. ,   .-   .-- --- .-. -.. . .- -. -..   .- ...   ..   - --- .-.. -..   -.-- --- ..- ,   -- -.--   -.-- --- ..- -. --.   .-.. .- -.. -.--   -... .. -..   -- .   .. -. --.- ..- .. .-. .   -.-- --- ..-   --- ..- - .   .-- .... .- -   ... .... .   -... .- -.. .   -- .   ... .- -.-- ,   ..   .-- .. .-.. .-..   -.- . . .--.   - ---   -- -.-- ... . .-.. ..-. .",Vigenère Cipher,False,Vigenère Cipher,False,Morse Code,True,Morse Code,True
4296,Bacon Cipher,1,"Pray you, sir, a word.And as I told you, my young lady bid me inquire you out. What she bade me say, I will keep to myself.",ABBBBBAAABAAAAABBAAABBAAAABBBABABAABAABAABAAABAAABAAAAABABBAABBBABAAABAAABBAAAAAABBABAAABBAAAAABAABAABAAABAABBABBBAABABBAAABBBBAAAABBBABABAAABBAABBAAABBAAAABBBABABAAABBABAABBAABABBAAAAAAAABBBBAAAAAAABABAAAAAABBABBAAAABAAABAAAABBABBAAAABABAAABAAABAAABAABAABBAAAABBBABABAAABBBABABAABAABBBABBAAABBBAAAAABAABBBAABAAABBBAABAAAAAABAAAAAAAABBAABAAABBAAAABAABAABAAAAAABBAAAABAAABABBAABAAAABABBABABBABABAAABAAAABAAABBBBBAABBABBBAABBAABBAAABAABAAABAAABABBAABAB,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False,Rail Fence Cipher,False
4297,Rail Fence Cipher,2,"Pray you, sir, a word.And as I told you, my young lady bid me inquire you out. What she bade me say, I will keep to myself.","P ,r dd oy ygdieqeuthsb s ik mlryyu i,awr.n sItl o,m on aybdm nur o u.Wa h aem a,Iwl ept yefaos oAa duyul  iiyo tedey leos.",Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Atbash Cipher,False
4298,Vigenère Cipher,2,"Pray you, sir, a word.And as I told you, my young lady bid me inquire you out. What she bade me say, I will keep to myself.","onwd gur, ren, i tovc.wsw gp m pkqw elu, iu rwakg kwzd joa qd esjcooe xkq hcz. agwp lpk beca rx yxy, e bbtr kidl yh svsikb.",Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
4299,Playfair Cipher,2,"Pray you, sir, a word.And as I told you, my young lady bid me inquire you out. What she bade me say, I will keep to myself.",QMDUEBETDMVTYPIVRAITASYHLDBOREEBATHFVIEYAISIAMNBDMUEBOBOWXGVWTFOUCIYSITIEDSVKZFLBSOMWUREEIFG,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
4300,RSA Cipher,3,"Pray you, sir, a word.And as I told you, my young lady bid me inquire you out. What she bade me say, I will keep to myself.",2933 2412 1632 487 1992 487 2185 2160 678 1992 1230 3179 2412 678 1992 1632 1992 1107 2185 2412 1773 2825 2790 2235 1773 1992 1632 1230 1992 1486 1992 884 2185 745 1773 1992 487 2185 2160 678 1992 2271 487 1992 487 2185 2160 2235 2923 1992 745 1632 1773 487 1992 2570 3179 1773 1992 2271 1313 1992 3179 2235 1627 2160 3179 2412 1313 1992 487 2185 2160 1992 2185 2160 884 2825 1992 604 2170 1632 884 1992 1230 2170 1313 1992 2570 1632 1773 1313 1992 2271 1313 1992 1230 1632 487 678 1992 1486 1992 1107 3179 745 745 1992 690 1313 1313 612 1992 884 2185 1992 2271 487 1230 1313 745 1369 2825,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
4301,AES Cipher,3,"Pray you, sir, a word.And as I told you, my young lady bid me inquire you out. What she bade me say, I will keep to myself.",U2di9jbf5mHwFb25X5xhUk5EPnuHowvu2YaUhSsqHX8hbZweKG3VqTrM78T29A4KYaj9YONJeohQ/+6opi7P/+XezVDucuQrKrL5cn5xN1KrVEp35ICSckxPW5swpY4q69EfTYFz+DVCJ/A0YksTnyIpsW8V1C8trV0j+TzduuE=,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,Vigenère Cipher,False
4302,Caesar Cipher,1,"Oh, is that all? What will you give me now For the same handkerchief?","rk, lv wkdw doo? zkdw zloo brx jlyh ph qrz iru wkh vdph kdqgnhufklhi?",Playfair Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False
4303,Atbash Cipher,1,"Oh, is that all? What will you give me now For the same handkerchief?","Ls, rh gszg zoo? Dszg droo blf trev nv mld Uli gsv hznv szmwpvixsrvu?",Playfair Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Playfair Cipher,False
4304,Morse Code,1,"Oh, is that all? What will you give me now For the same handkerchief?","--- .... ,   .. ...   - .... .- -   .- .-.. .-.. ?   .-- .... .- -   .-- .. .-.. .-..   -.-- --- ..-   --. .. ...- .   -- .   -. --- .--   ..-. --- .-.   - .... .   ... .- -- .   .... .- -. -.. -.- . .-. -.-. .... .. . ..-. ?",Playfair Cipher,False,Playfair Cipher,False,Vigenère Cipher,False,Playfair Cipher,False
4305,Bacon Cipher,1,"Oh, is that all? What will you give me now For the same handkerchief?",ABBBAAABBBABAAABAABABAABBAABBBAAAAABAABBAAAAAABABBABABBBABBAAABBBAAAAABAABBBABBAABAAAABABBABABBBBAAAABBBABABAAAABBAABAAABABABAABAAABBAAAABAAABBABABBBABABBAAABABABBBABAAABBAABBAABBBAABAABAABAAAAAAABBAAAABAAAABBBAAAAAABBABAAABBABABAAABAABAAABAAABAAABBBABAAAAABAAAABAB,Vigenère Cipher,False,Atbash Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
4306,Rail Fence Cipher,2,"Oh, is that all? What will you give me now For the same handkerchief?","Oiha tloimoohahkh?h sta l?Wa ilyugv enwFrtesm adecif, tlhw  e    enre",Playfair Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False
4307,Vigenère Cipher,2,"Oh, is that all? What will you give me now For the same handkerchief?","ie, ex czkn tjh? fzkn pghq hge dbta an xit dkw czo ptka vjfnebkadnso?",Playfair Cipher,False,Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True
4308,Playfair Cipher,2,"Oh, is that all? What will you give me now For the same handkerchief?",VKFXVIDLFAVSFCVXFTOSZYHKOCRARZSHEYVIAYFSCKBMEIKYHPKDIS,Playfair Cipher,True,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
4309,RSA Cipher,3,"Oh, is that all? What will you give me now For the same handkerchief?",1307 2170 678 1992 3179 1230 1992 884 2170 1632 884 1992 1632 745 745 3216 1992 604 2170 1632 884 1992 1107 3179 745 745 1992 487 2185 2160 1992 2923 3179 2578 1313 1992 2271 1313 1992 2235 2185 1107 1992 325 2185 2412 1992 884 2170 1313 1992 1230 1632 2271 1313 1992 2170 1632 2235 1773 690 1313 2412 281 2170 3179 1313 1369 3216,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,True,Vigenère Cipher,False
4310,AES Cipher,3,"Oh, is that all? What will you give me now For the same handkerchief?",Vbjerqidvr1jnXcqsVqLAtWdltc9ILGPrgt2JcqIfGT2f8q6ocYSLoI89kaJ1PHVnShrwy3FVFSn30an5HQGj9KdFKwBF3eQxqjVXo/gazM=,Vigenère Cipher,False,Vigenère Cipher,False,RSA Cipher,False,RSA Cipher,False
4311,Caesar Cipher,1,Thou hast. Where was she born? Speak. Tell me.,wkrx kdvw. zkhuh zdv vkh eruq? vshdn. whoo ph.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
4312,Atbash Cipher,1,Thou hast. Where was she born? Speak. Tell me.,Gslf szhg. Dsviv dzh hsv ylim? Hkvzp. Gvoo nv.,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
4313,Morse Code,1,Thou hast. Where was she born? Speak. Tell me.,- .... --- ..-   .... .- ... - .   .-- .... . .-. .   .-- .- ...   ... .... .   -... --- .-. -. ?   ... .--. . .- -.- .   - . .-.. .-..   -- . .,Playfair Cipher,False,Playfair Cipher,False,Morse Code,True,Rail Fence Cipher,False
4314,Bacon Cipher,1,Thou hast. Where was she born? Speak. Tell me.,BAABBAABBBABBBABABAAAABBBAAAAABAABABAABBBABBAAABBBAABAABAAABAABAABABBAAAAAABAABABAABAAABBBAABAAAAAABABBBABAAABABBABBAABAABBBBAABAAAAAAAABABABAABBAABAAABABBABABBABBAAAABAA,Vigenère Cipher,False,Playfair Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
4315,Rail Fence Cipher,2,Thou hast. Where was she born? Speak. Tell me.,T th   np.lehuhs.Weewssebr?Sek elm.oa raho aT ,Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Atbash Cipher,False
4316,Vigenère Cipher,2,Thou hast. Where was she born? Speak. Tell me.,eifp fvbe. xyzmc flv tyz zjay? tgzvi. ehwm hz.,Vigenère Cipher,True,Vigenère Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
4317,Playfair Cipher,2,Thou hast. Where was she born? Speak. Tell me.,AVBIVHKBVIFMDXGKKUGQLISKCDHTQAQYQRMC,Playfair Cipher,True,Playfair Cipher,True,Atbash Cipher,False,Rail Fence Cipher,False
4318,RSA Cipher,3,Thou hast. Where was she born? Speak. Tell me.,2159 2170 2185 2160 1992 2170 1632 1230 884 2825 1992 604 2170 1313 2412 1313 1992 1107 1632 1230 1992 1230 2170 1313 1992 2570 2185 2412 2235 3216 1992 2680 612 1313 1632 690 2825 1992 2159 1313 745 745 1992 2271 1313 2825,Vigenère Cipher,False,Vigenère Cipher,False,"RSA Cipher (Note: This is a RSA encrypted RSA modulus and exponents, not the actual encrypted message.)",True,Vigenère Cipher,False
4319,AES Cipher,3,Thou hast. Where was she born? Speak. Tell me.,fcOYfuDK6Edl7CHvabvjKT+efoZE4y1L/f67yT4sOE9ZrooP+cC3w+SFwqA3Nip/,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
4320,Caesar Cipher,1,"It was his bidding. Therefore, good Emilia, Give me my nightly wearing, and adieu. We must not now displease him.","lw zdv klv elgglqj. wkhuhiruh, jrrg hplold, jlyh ph pb qljkwob zhdulqj, dqg dglhx. zh pxvw qrw qrz glvsohdvh klp.",Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,False
4321,Atbash Cipher,1,"It was his bidding. Therefore, good Emilia, Give me my nightly wearing, and adieu. We must not now displease him.","Rg dzh srh yrwwrmt. Gsvivuliv, tllw Vnrorz, Trev nv nb mrtsgob dvzirmt, zmw zwrvf. Dv nfhg mlg mld wrhkovzhv srn.",Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,True,Rail Fence Cipher,False
4322,Morse Code,1,"It was his bidding. Therefore, good Emilia, Give me my nightly wearing, and adieu. We must not now displease him.",".. -   .-- .- ...   .... .. ...   -... .. -.. -.. .. -. --. .   - .... . .-. . ..-. --- .-. . ,   --. --- --- -..   . -- .. .-.. .. .- ,   --. .. ...- .   -- .   -- -.--   -. .. --. .... - .-.. -.--   .-- . .- .-. .. -. --. ,   .- -. -..   .- -.. .. . ..- .   .-- .   -- ..- ... -   -. --- -   -. --- .--   -.. .. ... .--. .-.. . .- ... .   .... .. -- .",Vigenère Cipher,False,Vigenère Cipher,False,Morse Code,True,Rail Fence Cipher,False
4323,Bacon Cipher,1,"It was his bidding. Therefore, good Emilia, Give me my nightly wearing, and adieu. We must not now displease him.",ABAAABAABBBABBAAAAAABAABAAABBBABAAABAABAAAAABABAAAAAABBAAABBABAAAABBABAABBABAABBAABBBAABAABAAABAABAAAABABABBBABAAABAABAAAABBAABBBAABBBAAAABBAABAAABBAAABAAAABABBABAAAAAAAAAABBAABAAABABABAABAAABBAAAABAAABBAABBAAAABBABABAAAAABBAAABBBBAABBABABBBBAAABABBAAABAAAAAAABAAABABAAAABBABAABBAAAAAAABBABAAABBAAAAAAAABBABAAAAABAABABAABABBAAABAAABBAABABAABAABABAABBABBABABBBABAABBABBABABBBABABBAAAABBABAAABAABAABBBBABABBAABAAAAAAABAABAAABAAAABBBABAAAABBAA,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
4324,Rail Fence Cipher,2,"It was his bidding. Therefore, good Emilia, Give me my nightly wearing, and adieu. We must not now displease him.","IaiinTeeoEiG milenaauesooie .twshsbdig hrfr,go mla iem yngtywaig n de.W utntnwdslaehm   d.eo di,ve h r,di m   psi",Vigenère Cipher,False,Vigenère Cipher,False,Atbash Cipher,False,Rail Fence Cipher,True
4325,Vigenère Cipher,2,"It was his bidding. Therefore, good Emilia, Give me my nightly wearing, and adieu. We must not now displease him.","zy ijl miz gxpmbtl. kmtdnyuwe, ldam kriszf, pbbj tv bk golhacd intxnnn, pzm giill. in szsa sdf gub kzxexntyj ozr.",Vigenère Cipher,True,Vigenère Cipher,True,Vigenère Cipher,True,Rail Fence Cipher,False
4326,Playfair Cipher,2,"It was his bidding. Therefore, good Emilia, Give me my nightly wearing, and adieu. We must not now displease him.",BWZKPFGXELKCKBOEUDLNGHQMGIQSMFBNLBLKILUGNBRCQEEFZBXZLHQLOEHRHDKBNPUINTCVOQUMQVKBXSBGFYNEBQ,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
4327,RSA Cipher,3,"It was his bidding. Therefore, good Emilia, Give me my nightly wearing, and adieu. We must not now displease him.",1486 884 1992 1107 1632 1230 1992 2170 3179 1230 1992 2570 3179 1773 1773 3179 2235 2923 2825 1992 2159 2170 1313 2412 1313 1369 2185 2412 1313 678 1992 2923 2185 2185 1773 1992 28 2271 3179 745 3179 1632 678 1992 669 3179 2578 1313 1992 2271 1313 1992 2271 487 1992 2235 3179 2923 2170 884 745 487 1992 1107 1313 1632 2412 3179 2235 2923 678 1992 1632 2235 1773 1992 1632 1773 3179 1313 2160 2825 1992 604 1313 1992 2271 2160 1230 884 1992 2235 2185 884 1992 2235 2185 1107 1992 1773 3179 1230 612 745 1313 1632 1230 1313 1992 2170 3179 2271 2825,Vigenère Cipher,False,Vigenère Cipher,False,Vigenère Cipher,False,Rail Fence Cipher,False
4328,AES Cipher,3,"It was his bidding. Therefore, good Emilia, Give me my nightly wearing, and adieu. We must not now displease him.",pwh95tWl5QDBN08ZCmUabChSRezRbfBEwkud+ZcFn64VojfXxrz8hVV/MpQ/IFDxDJLY8TtY6Mmi/6TVnPjbdRf8fukm/BcU5J1yegctgoA79+H/IBMlY1mea7pF/yndOzKLygTPIq14ROfqZg+AXgFW93GSm9N1o/AW9g5GOuo=,Vigenère Cipher,False,Vigenère Cipher,False,Base64 Cipher,False,RSA Cipher,False
